timestamp, temperature.gpu, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%]
2026/08/01 21:35:14.568, 68, 1695 MHz, 51.05 W, 43 %
2026/08/01 21:35:24.568, 69, 2040 MHz, 62.75 W, 25 %
2026/08/01 21:35:34.569, 70, 2250 MHz, 63.93 W, 35 %
2026/08/01 21:35:44.570, 70, 2250 MHz, 64.62 W, 38 %
2026/08/01 21:35:54.570, 70, 2250 MHz, 63.64 W, 32 %
2026/08/01 21:36:04.571, 69, 1185 MHz, 54.25 W, 9 %
2026/08/01 21:36:14.572, 69, 1335 MHz, 43.61 W, 26 %
2026/08/01 21:36:24.572, 68, 1335 MHz, 42.40 W, 41 %
2026/08/01 21:36:34.573, 69, 1500 MHz, 44.79 W, 25 %
2026/08/01 21:36:44.574, 69, 1725 MHz, 52.75 W, 43 %
2026/08/01 21:36:54.575, 70, 2040 MHz, 55.99 W, 30 %
2026/08/01 21:37:04.575, 70, 2190 MHz, 63.67 W, 43 %
2026/08/01 21:37:14.576, 71, 2250 MHz, 66.40 W, 32 %
2026/08/01 21:37:24.577, 71, 2250 MHz, 66.33 W, 44 %
2026/08/01 21:37:34.578, 71, 2190 MHz, 62.85 W, 46 %
2026/08/01 21:37:44.579, 71, 2250 MHz, 65.41 W, 14 %
2026/08/01 21:37:54.581, 70, 1290 MHz, 42.60 W, 50 %
2026/08/01 21:38:04.582, 69, 1260 MHz, 42.33 W, 17 %
2026/08/01 21:38:14.583, 69, 1440 MHz, 44.04 W, 25 %
2026/08/01 21:38:24.584, 70, 1950 MHz, 50.05 W, 29 %
2026/08/01 21:38:34.585, 70, 1950 MHz, 53.37 W, 36 %
2026/08/01 21:38:44.586, 71, 2085 MHz, 58.13 W, 30 %
2026/08/01 21:38:54.587, 72, 2250 MHz, 67.00 W, 45 %
2026/08/01 21:39:04.588, 72, 2250 MHz, 64.07 W, 42 %
2026/08/01 21:39:14.589, 71, 1815 MHz, 52.75 W, 40 %
2026/08/01 21:39:24.590, 72, 2250 MHz, 68.16 W, 36 %
2026/08/01 21:39:34.590, 69, 210 MHz, 11.29 W, 0 %
2026/08/01 21:39:44.591, 67, 210 MHz, 11.65 W, 0 %
2026/08/01 21:39:54.591, 66, 210 MHz, 10.65 W, 0 %
2026/08/01 21:40:04.592, 65, 210 MHz, 10.46 W, 0 %
2026/08/01 21:40:14.593, 64, 210 MHz, 10.35 W, 0 %
2026/08/01 21:40:24.593, 63, 210 MHz, 10.03 W, 0 %
2026/08/01 21:40:34.595, 62, 210 MHz, 10.66 W, 0 %
2026/08/01 21:40:44.595, 62, 210 MHz, 9.70 W, 0 %
2026/08/01 21:40:54.596, 61, 210 MHz, 9.60 W, 0 %
2026/08/01 21:41:04.596, 60, 210 MHz, 9.52 W, 0 %
2026/08/01 21:41:14.597, 60, 210 MHz, 9.33 W, 0 %
2026/08/01 21:41:24.597, 59, 210 MHz, 10.08 W, 0 %
2026/08/01 21:41:34.598, 59, 210 MHz, 9.16 W, 0 %
2026/08/01 21:41:44.599, 59, 210 MHz, 9.09 W, 0 %
2026/08/01 21:41:54.599, 58, 210 MHz, 9.11 W, 0 %
2026/08/01 21:42:04.600, 58, 210 MHz, 9.01 W, 0 %
2026/08/01 21:42:14.601, 58, 210 MHz, 9.72 W, 0 %
2026/08/01 21:42:24.601, 57, 210 MHz, 8.86 W, 0 %
2026/08/01 21:42:34.602, 57, 210 MHz, 8.79 W, 0 %
2026/08/01 21:42:44.603, 57, 210 MHz, 8.91 W, 0 %
2026/08/01 21:42:54.604, 57, 210 MHz, 86/08/01 21:36:38.248, 69, 1740 MHz, 3105 MHz, 46.26 W, 43 %
2026/08/01 21:36:43.251, 69, 1845 MHz, 3105 MHz, 53.34 W, 31 %
2026/08/01 21:36:48.256, 69, 1590 MHz, 3105 MHz, 48.81 W, 36 %
2026/08/01 21:36:53.262, 69, 2040 MHz, 3105 MHz, 55.59 W, 32 %
2026/08/01 21:36:58.264, 70, 2040 MHz, 3105 MHz, 53.99 W, 47 %
2026/08/01 21:37:03.269, 70, 2250 MHz, 3105 MHz, 63.75 W, 43 %
2026/08/01 21:37:08.272, 70, 2250 MHz, 3105 MHz, 62.83 W, 25 %
2026/08/01 21:37:13.274, 71, 2250 MHz, 3105 MHz, 66.88 W, 43 %
2026/08/01 21:37:18.277, 71, 2250 MHz, 3105 MHz, 64.37 W, 28 %
2026/08/01 21:37:23.279, 71, 2205 MHz, 3105 MHz, 61.60 W, 37 %
2026/08/01 21:37:28.282, 72, 2250 MHz, 3105 MHz, 66.50 W, 46 %
2026/08/01 21:37:33.285, 72, 2145 MHz, 3105 MHz, 55.62 W, 39 %
2026/08/01 21:37:38.288, 72, 2250 MHz, 3105 MHz, 68.11 W, 41 %
2026/08/01 21:37:43.292, 73, 2250 MHz, 3105 MHz, 66.64 W, 47 %
2026/08/01 21:37:48.295, 70, 1140 MHz, 3105 MHz, 40.44 W, 34 %
2026/08/01 21:37:53.299, 70, 1215 MHz, 3105 MHz, 41.44 W, 36 %
2026/08/01 21:37:58.305, 70, 1560 MHz, 3105 MHz, 45.76 W, 22 %
2026/08/01 21:38:03.309, 70, 1245 MHz, 3105 MHz, 42.65 W, 38 %
2026/08/01 21:38:08.313, 69, 1305 MHz, 3105 MHz, 41.62 W, 35 %
2026/08/01 21:38:13.318, 69, 1380 MHz, 3105 MHz, 42.89 W, 51 %
2026/08/01 21:38:18.321, 70, 1725 MHz, 3105 MHz, 50.48 W, 35 %
2026/08/01 21:38:23.324, 69, 1425 MHz, 3105 MHz, 45.06 W, 37 %
2026/08/01 21:38:28.327, 70, 1710 MHz, 3105 MHz, 49.99 W, 33 %
2026/08/01 21:38:33.331, 70, 1860 MHz, 3105 MHz, 50.20 W, 33 %
2026/08/01 21:38:38.334, 70, 1995 MHz, 3105 MHz, 57.75 W, 41 %
2026/08/01 21:38:43.336, 71, 1965 MHz, 3105 MHz, 59.15 W, 31 %
2026/08/01 21:38:48.340, 71, 2040 MHz, 3105 MHz, 61.86 W, 47 %
2026/08/01 21:38:53.342, 71, 2250 MHz, 3105 MHz, 63.32 W, 30 %
2026/08/01 21:38:58.344, 72, 2250 MHz, 3105 MHz, 66.00 W, 37 %
2026/08/01 21:39:03.347, 72, 2250 MHz, 3105 MHz, 64.24 W, 30 %
2026/08/01 21:39:08.349, 72, 2250 MHz, 3105 MHz, 64.55 W, 23 %
2026/08/01 21:39:13.352, 71, 1935 MHz, 3105 MHz, 58.44 W, 30 %
2026/08/01 21:39:18.357, 72, 2190 MHz, 3105 MHz, 63.21 W, 27 %
2026/08/01 21:39:23.359, 73, 2250 MHz, 3105 MHz, 68.22 W, 39 %
2026/08/01 21:39:28.361, 69, 555 MHz, 3105 MHz, 29.86 W, 0 %
2026/08/01 21:39:33.365, 69, 285 MHz, 3105 MHz, 18.95 W, 0 %
2026/08/01 21:39:38.368, 68, 210 MHz, 3105 MHz, 11.19 W, 0 %
2026/08/01 21:39:43.374, 67, 210 MHz, 3105 MHz, 11.24 W, 0 %
2026/08/01 21:39:48.379, 67, 210 MHz, 3105 MHz, 10.83 W, 0 %
2026/08/01 21:39:53.385, 66, 210 MHz, 3105 MHz, 10.68 W, 0 %
2026/08/01 21:39:58.390, 65, 210 MHz, 3105 MHz, 11.33 W, 0 %
2026/08/01 21:40:03.396, 65, 210 MHz, 3105 MHz, 10.39 W, 0 %
2026/08/01 21:40:08.401, 65, 210 MHz, 3105 MHz, 10.37 W, 0 %
2026/08/01 21:40:13.408, 64, 210 MHz, 3105 MHz, 10.96 W, 0 %
2026/08/01 21:40:18.414, 64, 210 MHz, 3105 MHz, 10.17 W, 0 %
2026/08/01 21:40:23.420, 63, 210 MHz, 3105 MHz, 10.03 W, 0 %
2026/08/01 21:40:28.426, 63, 210 MHz, 3105 MHz, 10.11 W, 0 %
2026/08/01 21:40:33.431, 62, 210 MHz, 3105 MHz, 10.08 W, 0 %
2026/08/01 21:40:38.437, 62, 210 MHz, 3105 MHz, 9.80 W, 0 %
2026/08/01 21:40:43.443, 62, 210 MHz, 3105 MHz, 9.66 W, 0 %
2026/08/01 21:40:48.449, 61, 210 MHz, 3105 MHz, 10.06 W, 0 %
2026/08/01 21:40:53.455, 61, 210 MHz, 3105 MHz, 9.61 W, 0 %
2026/08/01 21:40:58.461, 61, 210 MHz, 3105 MHz, 9.54 W, 0 %
2026/08/01 21:41:03.467, 61, 210 MHz, 3105 MHz, 10.23 W, 0 %
2026/08/01 21:41:08.473, 60, 210 MHz, 3105 MHz, 9.39 W, 0 %
2026/08/01 21:41:13.479, 60, 210 MHz, 3105 MHz, 9.30 W, 0 %
2026/08/01 21:41:18.486, 60, 210 MHz, 3105 MHz, 9.35 W, 0 %
2026/08/01 21:41:23.492, 59, 210 MHz, 3105 MHz, 9.39 W, 0 %
2026/08/01 21:41:28.497, 59, 210 MHz, 3105 MHz, 9.18 W, 0 %
2026/08/01 21:41:33.502, 59, 210 MHz, 3105 MHz, 9.24 W, 0 %
2026/08/01 21:41:38.508, 59, 210 MHz, 3105 MHz, 9.57 W, 0 %
2026/08/01 21:41:43.513, 59, 210 MHz, 3105 MHz, 9.26 W, 0 %
2026/08/01 21:41:48.519, 59, 210 MHz, 3105 MHz, 9.04 W, 0 %
2026/08/01 21:41:53.526, 58, 210 MHz, 3105 MHz, 9.93 W, 0 %
2026/08/01 21:41:58.532, 58, 210 MHz, 3105 MHz, 8.96 W, 0 %
2026/08/01 21:42:03.538, 58, 210 MHz, 3105 MHz, 8.98 W, 0 %
2026/08/01 21:42:08.5
